1 | Tackle | normal | physical | 35 | 50 | 100
537 | Mirror Coat | psychic | special | 20 | 1 | 100
538 | Glare | normal | other | 30 | 0 | 100
539 | Power Swap | psychic | other | 10 | 0 | 0
540 | Sucker Punch | dark | physical | 5 | 80 | 100
541 | Ally Switch | psychic | other | 15 | 0 | 0
542 | Ion Deluge | electric | other | 25 | 0 | 0
543 | Bind | normal | physical | 20 | 15 | 85
544 | Air Cutter | flying | special | 25 | 60 | 95
545 | Flamethrower | fire | special | 15 | 90 | 100
546 | Leaf Tornado | grass | special | 10 | 65 | 90
547 | Rock Slide | rock | physical | 10 | 75 | 90
548 | Fairy Wind | fairy | special | 30 | 40 | 100
549 | Trick Room | psychic | other | 5 | 0 | 0
550 | Pluck | flying | physical | 20 | 60 | 100
551 | Electric Terrain | electric | other | 10 | 0 | 0
552 | Discharge | electric | special | 15 | 80 | 100
553 | Aeroblast | flying | special | 5 | 100 | 95
554 | Eruption | fire | special | 5 | 150 | 100
555 | Sheer Cold | ice | special | 5 | 1 | 30
556 | Luster Purge | psychic | special | 5 | 70 | 100
557 | Volt Tackle | electric | physical | 15 | 120 | 100
558 | Guard Split | psychic | other | 10 | 0 | 0
559 | Ice Beam | ice | special | 10 | 90 | 100
560 | Fiery Dance | fire | special | 10 | 80 | 100
561 | Frenzy Plant | grass | special | 5 | 150 | 90
562 | Magical Leaf | grass | special | 20 | 60 | 0
563 | Crafty Shield | fairy | other | 10 | 0 | 0
564 | Grass Pledge | grass | special | 10 | 80 | 100
565 | Air Slash | flying | special | 15 | 75 | 95
566 | Sunny Day | fire | other | 5 | 0 | 0
567 | Oblivion Wing | flying | special | 10 | 80 | 100
568 | Flash Cannon | steel | special | 10 | 80 | 100
569 | Heart Swap | psychic | other | 10 | 0 | 0
570 | Seed Flare | grass | special | 5 | 120 | 85
571 | Solar Beam | grass | special | 10 | 120 | 100
572 | Inferno | fire | special | 5 | 100 | 50
573 | Icy Wind | ice | special | 15 | 55 | 95
574 | Confusion | psychic | special | 25 | 50 | 100
575 | Searing Shot | fire | special | 5 | 100 | 100
576 | Fairy Lock | fairy | other | 10 | 0 | 0
577 | Dragon Pulse | dragon | special | 10 | 85 | 100
578 | Psywave | psychic | special | 15 | 1 | 100
579 | Heat Wave | fire | special | 10 | 95 | 90
580 | Parabolic Charge | electric | special | 20 | 50 | 100
581 | Powder Snow | ice | special | 25 | 40 | 100
582 | Psycho Boost | psychic | special | 5 | 140 | 90
583 | Power Gem | rock | special | 20 | 80 | 100
584 | Psycho Shift | psychic | other | 10 | 0 | 100
585 | Grassy Terrain | grass | other | 10 | 0 | 0
586 | Gust | flying | special | 35 | 40 | 100
587 | Energy Ball | grass | special | 10 | 90 | 100
588 | Stored Power | psychic | special | 10 | 20 | 100
589 | Draco Meteor | dragon | special | 5 | 130 | 90
590 | Gravity | psychic | other | 5 | 0 | 0
591 | Blizzard | ice | special | 5 | 110 | 70
592 | Glaciate | ice | special | 10 | 65 | 95
593 | Magic Room | psychic | other | 10 | 0 | 0
594 | Signal Beam | bug | special | 15 | 75 | 100
595 | Mud Bomb | ground | special | 10 | 65 | 85
596 | Hyperspace Hole | psychic | special | 5 | 80 | 0
597 | Hydro Pump | water | special | 5 | 110 | 80
598 | Freeze-Dry | ice | special | 20 | 70 | 100
599 | Moonblast | fairy | special | 15 | 95 | 100
600 | Dream Eater | psychic | special | 15 | 100 | 100
601 | Thunderbolt | electric | special | 15 | 90 | 100
602 | Bug Buzz | bug | special | 10 | 90 | 100
603 | Mist Ball | psychic | special | 5 | 70 | 100
604 | Psybeam | psychic | special | 20 | 65 | 100
605 | Bubble | water | special | 30 | 40 | 100
606 | Leaf Storm | grass | special | 5 | 130 | 90
607 | Trick | psychic | other | 10 | 0 | 100
608 | Misty Terrain | fairy | other | 10 | 0 | 0
609 | Water Gun | water | special | 25 | 40 | 100
610 | Frost Breath | ice | special | 10 | 60 | 90
611 | Electrify | electric | other | 20 | 0 | 0
612 | Infestation | bug | special | 20 | 20 | 100
613 | Acid | poison | special | 30 | 40 | 100
614 | Draining Kiss | fairy | special | 10 | 50 | 100
615 | Synchronoise | psychic | special | 10 | 120 | 100
616 | Skill Swap | psychic | other | 10 | 0 | 0
617 | Rage Powder | bug | other | 20 | 0 | 0
618 | King's Shield | steel | other | 10 | 0 | 0
619 | Teleport | psychic | other | 20 | 0 | 0
620 | Zap Cannon | electric | special | 5 | 120 | 50
621 | Thunder Shock | electric | special | 30 | 40 | 100
622 | Tackle | normal | physical | 35 | 50 | 100
623 | Mirror Move | flying | other | 20 | 0 | 0
624 | Horn Leech | grass | physical | 10 | 75 | 100
625 | Thief | dark | physical | 25 | 60 | 100
626 | Trick-or-Treat | ghost | other | 20 | 0 | 100
627 | Acupressure | normal | other | 30 | 0 | 0
628 | Magic Coat | psychic | other | 15 | 0 | 0
629 | Phantom Force | ghost | physical | 10 | 90 | 100
630 | Rock Climb | normal | physical | 20 | 90 | 85
631 | Brine | water | special | 10 | 65 | 100
632 | Night Shade | ghost | special | 15 | 1 | 100
633 | Feather Dance | flying | other | 15 | 0 | 100
634 | Sing | normal | other | 15 | 0 | 55
635 | Detect | fighting | other | 5 | 0 | 0
636 | Sludge | poison | special | 20 | 65 | 100
637 | Cross Chop | fighting | physical | 5 | 100 | 80
638 | Transform | normal | other | 10 | 0 | 0
639 | Yawn | normal | other | 10 | 0 | 0
640 | Play Nice | normal | other | 20 | 0 | 0
641 | Hex | ghost | special | 10 | 65 | 100
642 | Spite | ghost | other | 10 | 0 | 100
643 | Counter | fighting | physical | 20 | 1 | 100
644 | Screech | normal | other | 40 | 0 | 85
645 | Powder | bug | other | 20 | 0 | 100
646 | Ominous Wind | ghost | special | 5 | 60 | 100
647 | Heal Bell | normal | other | 5 | 0 | 0
648 | Snatch | dark | other | 10 | 0 | 0
649 | Imprison | psychic | other | 10 | 0 | 0
650 | Double Kick | fighting | physical | 30 | 30 | 100
651 | Belch | poison | special | 10 | 120 | 90
652 | Sky Uppercut | fighting | physical | 15 | 85 | 90
653 | Feint | normal | physical | 10 | 30 | 100
654 | Sharpen | normal | other | 30 | 0 | 0
655 | Shadow Ball | ghost | special | 15 | 80 | 100
656 | Tickle | normal | other | 20 | 0 | 100
657 | Magnitude | ground | physical | 30 | 1 | 100
658 | Scratch | normal | physical | 35 | 40 | 100
659 | Parting Shot | dark | other | 20 | 0 | 100
660 | Flying Press | fighting | physical | 10 | 80 | 95
661 | Confuse Ray | ghost | other | 10 | 0 | 100
662 | Confide | normal | other | 20 | 0 | 0
663 | Perish Song | normal | other | 5 | 0 | 0
664 | Protect | normal | other | 10 | 0 | 0
665 | Nature Power | normal | other | 20 | 0 | 0
666 | Future Sight | psychic | special | 10 | 120 | 100
667 | Submission | fighting | physical | 25 | 80 | 80
668 | Encore | normal | other | 5 | 0 | 100
669 | Shadow Claw | ghost | physical | 15 | 70 | 100
670 | Strength | normal | physical | 15 | 80 | 100
671 | Spider Web | bug | other | 10 | 0 | 0
672 | Clamp | water | physical | 15 | 35 | 85
673 | Destiny Bond | ghost | other | 5 | 0 | 0
674 | Mean Look | normal | other | 5 | 0 | 0
675 | Quick Guard | fighting | other | 15 | 0 | 0
676 | Psych Up | normal | other | 10 | 0 | 0
677 | Magma Storm | fire | special | 5 | 100 | 75
678 | Hold Hands | normal | other | 40 | 0 | 0
679 | Tail Slap | normal | physical | 10 | 25 | 85
680 | Tackle | normal | physical | 35 | 50 | 100
681 | Mirror Move | flying | other | 20 | 0 | 0
682 | Horn Leech | grass | physical | 10 | 75 | 100
683 | Thief | dark | physical | 25 | 60 | 100
684 | Acupressure | normal | other | 30 | 0 | 0
685 | Magic Coat | psychic | other | 15 | 0 | 0
686 | Rock Climb | normal | physical | 20 | 90 | 85
687 | Trick-or-Treat | ghost | other | 20 | 0 | 100
688 | Brine | water | special | 10 | 65 | 100
689 | Counter | fighting | physical | 20 | 1 | 100
690 | Feather Dance | flying | other | 15 | 0 | 100
691 | Sing | normal | other | 15 | 0 | 55
692 | Detect | fighting | other | 5 | 0 | 0
693 | Sludge | poison | special | 20 | 65 | 100
694 | Cross Chop | fighting | physical | 5 | 100 | 80
695 | Belch | poison | special | 10 | 120 | 90
696 | Transform | normal | other | 10 | 0 | 0
697 | Yawn | normal | other | 10 | 0 | 0
698 | Play Nice | normal | other | 20 | 0 | 0
699 | Magnitude | ground | physical | 30 | 1 | 100
700 | Spite | ghost | other | 10 | 0 | 100
701 | Phantom Force | ghost | physical | 10 | 90 | 100
702 | Flying Press | fighting | physical | 10 | 80 | 95
703 | Screech | normal | other | 40 | 0 | 85
704 | Powder | bug | other | 20 | 0 | 100
705 | Heal Bell | normal | other | 5 | 0 | 0
706 | Snatch | dark | other | 10 | 0 | 0
707 | Double Kick | fighting | physical | 30 | 30 | 100
708 | Imprison | psychic | other | 10 | 0 | 0
709 | Magma Storm | fire | special | 5 | 100 | 75
710 | Sharpen | normal | other | 30 | 0 | 0
711 | Tickle | normal | other | 20 | 0 | 100
712 | Strength | normal | physical | 15 | 80 | 100
713 | Night Shade | ghost | special | 15 | 1 | 100
714 | Scratch | normal | physical | 35 | 40 | 100
715 | Parting Shot | dark | other | 20 | 0 | 100
716 | Confide | normal | other | 20 | 0 | 0
717 | Nature Power | normal | other | 20 | 0 | 0
718 | Protect | normal | other | 10 | 0 | 0
719 | Feint | normal | physical | 10 | 30 | 100
720 | Sky Uppercut | fighting | physical | 15 | 85 | 90
721 | Slam | normal | physical | 20 | 80 | 75
722 | Tail Slap | normal | physical | 10 | 25 | 85
723 | Hold Hands | normal | other | 40 | 0 | 0
724 | Encore | normal | other | 5 | 0 | 100
725 | Spider Web | bug | other | 10 | 0 | 0
726 | Clamp | water | physical | 15 | 35 | 85
727 | Hex | ghost | special | 10 | 65 | 100
728 | Wide Guard | rock | other | 10 | 0 | 0
729 | Ominous Wind | ghost | special | 5 | 60 | 100
730 | Smog | poison | special | 20 | 30 | 70
731 | Attract | normal | other | 15 | 0 | 100
732 | Mean Look | normal | other | 5 | 0 | 0
733 | Hyper Fang | normal | physical | 15 | 80 | 90
734 | Teeter Dance | normal | other | 20 | 0 | 100
735 | Memento | dark | other | 10 | 0 | 100
736 | Submission | fighting | physical | 25 | 80 | 80
737 | Perish Song | normal | other | 5 | 0 | 0
738 | Quick Guard | fighting | other | 15 | 0 | 0
739 | Tackle | normal | physical | 35 | 50 | 100 | -- % | 0 | Yes | No | No
740 | Mirror Move | flying | other | 20 | 0 | 0 | -- % | 0 | No | No | No
741 | Horn Leech | grass | physical | 10 | 75 | 100 | -- % | 0 | Yes | No | No
742 | Thief | dark | physical | 25 | 60 | 100 | -- % | 0 | Yes | No | No
743 | Brine | water | special | 10 | 65 | 100 | -- % | 0 | No | No | No
744 | Acupressure | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
745 | Trick-or-Treat | ghost | other | 20 | 0 | 100 | -- % | 0 | No | No | No
746 | Magic Coat | psychic | other | 15 | 0 | 0 | <img src="/pokedex-bw/type/normal.gif"> | 15 | 30 | -- | 100
747 | Spite | ghost | other | 10 | 0 | 100 | -- % | 0 | No | No | No
748 | Rock Climb | normal | physical | 20 | 90 | 85 | 20 % | 0 | Yes | No | No
749 | Cross Chop | fighting | physical | 5 | 100 | 80 | -- % | 0 | Yes | No | No
750 | Feather Dance | flying | other | 15 | 0 | 100 | -- % | 0 | No | No | No
751 | Sing | normal | other | 15 | 0 | 55 | -- % | 0 | No | Yes | No
752 | Detect | fighting | other | 5 | 0 | 0 | -- % | 4 | No | No | No
753 | Phantom Force | ghost | physical | 10 | 90 | 100 | -- % | 0 | Yes | No | No
754 | Sludge | poison | special | 20 | 65 | 100 | 30 % | 0 | No | No | No
755 | Transform | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
756 | Yawn | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
757 | Play Nice | normal | other | 20 | 0 | 0 | 100 % | 0 | No | No | No
758 | Double Kick | fighting | physical | 30 | 30 | 100 | -- % | 0 | Yes | No | No
759 | Counter | fighting | physical | 20 | 1 | 100 | -- % | -5 | Yes | No | No
760 | Scratch | normal | physical | 35 | 40 | 100 | -- % | 0 | Yes | No | No
761 | Sky Uppercut | fighting | physical | 15 | 85 | 90 | -- % | 0 | Yes | No | Yes
762 | Screech | normal | other | 40 | 0 | 85 | -- % | 0 | No | Yes | No
763 | Powder | bug | other | 20 | 0 | 100 | -- % | 1 | No | No | No
764 | Heal Bell | normal | other | 5 | 0 | 0 | -- % | 0 | No | Yes | No
765 | Snatch | dark | other | 10 | 0 | 0 | <img src="/pokedex-bw/type/poison.gif"> | 20 | 30 | -- | --
766 | Belch | poison | special | 10 | 120 | 90 | -- % | 0 | No | No | No
767 | Night Shade | ghost | special | 15 | 1 | 100 | -- % | 0 | No | No | No
768 | Imprison | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
769 | Sharpen | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
770 | Tickle | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
771 | Submission | fighting | physical | 25 | 80 | 80 | -- % | 0 | Yes | No | No
772 | Clamp | water | physical | 15 | 35 | 85 | 100 % | 0 | Yes | No | No
773 | Magnitude | ground | physical | 30 | 1 | 100 | -- % | 0 | No | No | No
774 | Smog | poison | special | 20 | 30 | 70 | 40 % | 0 | No | No | No
775 | Quick Guard | fighting | other | 15 | 0 | 0 | -- % | 3 | No | No | No
776 | Parting Shot | dark | other | 20 | 0 | 100 | 100 % | 0 | No | Yes | No
777 | Confide | normal | other | 20 | 0 | 0 | 100 % | 0 | No | Yes | No
778 | Nature Power | normal | other | 20 | 0 | 0 | Buildings | Caves & Mountains | <a href="energyball.shtml">Energy ball</a> | Snow | <a href="blizzard.shtml">Blizzard</a>
779 | Protect | normal | other | 10 | 0 | 0 | -- % | 4 | No | No | No
780 | Feint | normal | physical | 10 | 30 | 100 | -- % | 2 | No | No | No
781 | Hex | ghost | special | 10 | 65 | 100 | -- % | 0 | No | No | No
782 | Magma Storm | fire | special | 5 | 100 | 75 | 100 % | 0 | No | No | No
783 | Tail Slap | normal | physical | 10 | 25 | 85 | -- % | 0 | Yes | No | No
784 | Hold Hands | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
785 | Encore | normal | other | 5 | 0 | 100 | -- % | 0 | No | No | No
786 | Spider Web | bug | other | 10 | 0 | 0 | -- % | 0 | No | No | No
787 | Bulk Up | fighting | other | 20 | 0 | 0 | -- % | 0 | No | No | No
788 | Crush Grip | normal | physical | 5 | 1 | 100 | -- % | 0 | Yes | No | No
789 | Flying Press | fighting | physical | 10 | 80 | 95 | <a href="/attackdex-xy/normal.shtml"><img src="/games/type/normal2.gif" border="0" /></a> | <a href="/attackdex-xy/water.shtml"><img src="/games/type/water2.gif" border="0" /></a> | <a href="/attackdex-xy/poison.shtml"><img src="/games/type/poison2.gif" border="0" /></a> | <a href="/attackdex-xy/ground.shtml"><img src="/games/type/ground2.gif" border="0" /></a> | <a href="/attackdex-xy/flying.shtml"><img src="/games/type/flying2.gif" border="0" /></a>
790 | Heat Crash | fire | physical | 10 | 1 | 100 | -- % | 0 | Yes | No | No
791 | Storm Throw | fighting | physical | 10 | 60 | 100 | -- % | 0 | Yes | No | No
792 | Attract | normal | other | 15 | 0 | 100 | -- % | 0 | No | No | No
793 | Mean Look | normal | other | 5 | 0 | 0 | -- % | 0 | No | No | No
794 | Hyper Fang | normal | physical | 15 | 80 | 90 | 10 % | 0 | Yes | No | No
795 | Teeter Dance | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
796 | Slam | normal | physical | 20 | 80 | 75 | -- % | 0 | Yes | No | No
797 | Ominous Wind | ghost | special | 5 | 60 | 100 | 10 % | 0 | No | No | No
798 | Perish Song | normal | other | 5 | 0 | 0 | -- % | 0 | No | Yes | No
799 | Shadow Ball | ghost | special | 15 | 80 | 100 | 20 % | 0 | No | No | No
800 | Memento | dark | other | 10 | 0 | 100 | -- % | 0 | No | No | No
801 | Natural Gift | normal | physical | 15 | 1 | 100 | <table align="center"><tr><td class="pkmn"><a href="/itemdex/cheriberry.shtml"><img src="/itemdex/sprites/cheriberry.png" border="0" /></a> | <table align="center"><tr><td class="pkmn"><a href="/itemdex/chestoberry.shtml"><img src="/itemdex/sprites/chestoberry.png" border="0" /></a> | <a href="/itemdex/rawstberry.shtml">Rawst Berry</a> | <table align="center"><tr><td class="pkmn"><a href="/itemdex/aspearberry.shtml"><img src="/itemdex/sprites/aspearberry.png" border="0" /></a> | <a href="/itemdex/aspearberry.shtml">Aspear Berry</a>
802 | Facade | normal | physical | 20 | 70 | 100 | -- % | 0 | Yes | No | No
803 | Eerie Impulse | electric | other | 15 | 0 | 100 | -- % | 0 | No | No | No
804 | Disable | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
805 | Jump Kick | fighting | physical | 10 | 100 | 95 | -- % | 0 | Yes | No | No
806 | Headbutt | normal | physical | 15 | 70 | 100 | 30 % | 0 | Yes | No | No
807 | Strength | normal | physical | 15 | 80 | 100 | -- % | 0 | Yes | No | No
808 | Vital Throw | fighting | physical | 10 | 70 | 0 | -- % | -1 | Yes | No | No
809 | Venom Drench | poison | other | 20 | 0 | 100 | 100 % | 0 | No | No | No
810 | Captivate | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
811 | Techno Blast | normal | special | 5 | 120 | 100 | -- % | 0 | No | No | No
812 | Baton Pass | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
813 | Confuse Ray | ghost | other | 10 | 0 | 100 | -- % | 0 | No | No | No
814 | Future Sight | psychic | special | 10 | 120 | 100 | -- % | 0 | No | No | No
815 | Superpower | fighting | physical | 5 | 120 | 100 | 100 % | 0 | Yes | No | No
816 | Growth | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
817 | Return | normal | physical | 20 | 1 | 100 | -- % | 0 | Yes | No | No
818 | Block | normal | other | 5 | 0 | 0 | -- % | 0 | No | No | No
819 | Secret Sword | fighting | special | 10 | 85 | 100 | -- % | 0 | No | No | No
820 | Flatter | dark | other | 15 | 0 | 100 | -- % | 0 | No | No | No
821 | Wide Guard | rock | other | 10 | 0 | 0 | -- % | 3 | No | No | No
822 | Rock Wrecker | rock | physical | 5 | 150 | 90 | -- % | 0 | No | No | No
823 | Soak | water | other | 20 | 0 | 100 | -- % | 0 | No | No | No
824 | Dynamic Punch | fighting | physical | 5 | 100 | 50 | 100 % | 0 | Yes | No | Yes
825 | Embargo | dark | other | 15 | 0 | 100 | -- % | 0 | No | No | No
826 | Flail | normal | physical | 15 | 1 | 100 | -- % | 0 | Yes | No | No
827 | Wish | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
828 | Psych Up | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
829 | Wake-Up Slap | fighting | physical | 10 | 70 | 100 | -- % | 0 | Yes | No | No
830 | Shadow Claw | ghost | physical | 15 | 70 | 100 | -- % | 0 | Yes | No | No
831 | Trump Card | normal | special | 5 | 1 | 0 | -- % | 0 | Yes | No | No
832 | Echoed Voice | normal | special | 15 | 40 | 100 | -- % | 0 | No | Yes | No
833 | Dark Void | dark | other | 10 | 0 | 80 | -- % | 0 | No | No | No
834 | Aura Sphere | fighting | special | 20 | 80 | 0 | -- % | 0 | No | No | No
835 | Foresight | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
836 | Wild Charge | electric | physical | 15 | 90 | 100 | -- % | 0 | Yes | No | No
837 | Bullet Punch | steel | physical | 30 | 40 | 100 | -- % | 1 | Yes | No | Yes
838 | Thunder Wave | electric | other | 20 | 0 | 100 | -- % | 0 | No | No | No
839 | Triple Kick | fighting | physical | 10 | 10 | 90 | -- % | 0 | Yes | No | No
840 | Simple Beam | normal | other | 15 | 0 | 100 | -- % | 0 | No | No | No
841 | Last Resort | normal | physical | 5 | 140 | 100 | -- % | 0 | Yes | No | No
842 | Assist | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
843 | Double-Edge | normal | physical | 15 | 120 | 100 | -- % | 0 | Yes | No | No
844 | Destiny Bond | ghost | other | 5 | 0 | 0 | -- % | 0 | No | No | No
845 | Mega Kick | normal | physical | 5 | 120 | 75 | -- % | 0 | Yes | No | No
846 | Doom Desire | steel | special | 5 | 140 | 100 | -- % | 0 | No | No | No
847 | Sand Attack | ground | other | 15 | 0 | 100 | -- % | 0 | No | No | No
848 | Mat Block | fighting | other | 15 | 0 | 0 | -- % | 0 | No | No | No
849 | Dig | ground | physical | 10 | 80 | 100 | -- % | 0 | Yes | No | No
850 | Swagger | normal | other | 15 | 0 | 90 | -- % | 0 | No | No | No
851 | Drill Run | ground | physical | 10 | 80 | 95 | -- % | 0 | Yes | No | No
852 | Focus Blast | fighting | special | 5 | 120 | 70 | 10 % | 0 | No | No | No
853 | Lunar Dance | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
854 | Toxic | poison | other | 10 | 0 | 90 | -- % | 0 | No | No | No
855 | Defense Curl | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
856 | Shadow Sneak | ghost | physical | 30 | 40 | 100 | -- % | 1 | Yes | No | No
857 | Dragon Tail | dragon | physical | 10 | 60 | 90 | -- % | -6 | Yes | No | No
858 | Conversion 2 | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
859 | Shadow Force | ghost | physical | 5 | 120 | 100 | -- % | 0 | Yes | No | No
860 | Bestow | normal | other | 15 | 0 | 0 | -- % | 0 | No | No | No
861 | Poison Gas | poison | other | 40 | 0 | 90 | -- % | 0 | No | No | No
862 | Rest | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
863 | Vacuum Wave | fighting | special | 30 | 40 | 100 | -- % | 1 | No | No | No
864 | Skull Bash | normal | physical | 10 | 130 | 100 | 100 % | 0 | Yes | No | No
865 | Toxic Spikes | poison | other | 20 | 0 | 0 | 1 Layer | 2+ Layers | Entry Hazard | <a href="/attackdex-xy/clever.shtml"><img src="/pokedex-bw/type/clever.png" border="0" alt="Clever" /></a> | <img src="/pokedex-bw/type/heart.png" /><img src="/pokedex-bw/type/heart.png" />
866 | Seismic Toss | fighting | physical | 20 | 1 | 100 | -- % | 0 | Yes | No | No
867 | Stun Spore | grass | other | 30 | 0 | 75 | -- % | 0 | No | No | No
868 | Mach Punch | fighting | physical | 30 | 40 | 100 | -- % | 1 | Yes | No | Yes
869 | Magnetic Flux | electric | other | 20 | 0 | 0 | -- % | 0 | No | No | No
870 | Forest's Curse | grass | other | 20 | 0 | 100 | -- % | 0 | No | No | No
871 | Fury Attack | normal | physical | 20 | 15 | 85 | -- % | 0 | Yes | No | No
872 | Astonish | ghost | physical | 15 | 30 | 100 | 30 % | 0 | Yes | No | No
873 | Belly Drum | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
874 | Self-Destruct | normal | physical | 5 | 200 | 100 | -- % | 0 | No | No | No
875 | Lick | ghost | physical | 30 | 30 | 100 | 30 % | 0 | Yes | No | No
876 | Frustration | normal | physical | 20 | 1 | 100 | -- % | 0 | Yes | No | No
877 | Dragon Dance | dragon | other | 20 | 0 | 0 | -- % | 0 | No | No | No
878 | Rolling Kick | fighting | physical | 15 | 60 | 85 | 30 % | 0 | Yes | No | No
879 | Endure | normal | other | 10 | 0 | 0 | -- % | 4 | No | No | No
880 | Psychic | psychic | special | 10 | 90 | 100 | 10 % | 0 | No | No | No
881 | Metal Sound | steel | other | 40 | 0 | 85 | -- % | 0 | No | Yes | No
882 | Lava Plume | fire | special | 15 | 80 | 100 | 30 % | 0 | No | No | No
883 | Miracle Eye | psychic | other | 40 | 0 | 0 | -- % | 0 | No | No | No
884 | Entrainment | normal | other | 15 | 0 | 100 | -- % | 0 | No | No | No
885 | Close Combat | fighting | physical | 5 | 120 | 100 | 100 % | 0 | Yes | No | No
886 | Brick Break | fighting | physical | 15 | 75 | 100 | -- % | 0 | Yes | No | No
887 | Cosmic Power | psychic | other | 20 | 0 | 0 | -- % | 0 | No | No | No
888 | Snore | normal | special | 15 | 50 | 100 | 30 % | 0 | No | Yes | No
889 | Shadow Punch | ghost | physical | 20 | 60 | 0 | -- % | 0 | Yes | No | Yes
890 | Pain Split | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
891 | Acid Armor | poison | other | 20 | 0 | 0 | -- % | 0 | No | No | No
892 | Nightmare | ghost | other | 15 | 0 | 100 | -- % | 0 | No | No | No
893 | Lock-On | normal | other | 5 | 0 | 0 | -- % | 0 | No | No | No
894 | Ingrain | grass | other | 20 | 0 | 0 | -- % | 0 | No | No | No
895 | Circle Throw | fighting | physical | 10 | 60 | 90 | -- % | -6 | Yes | No | No
896 | Smelling Salts | normal | physical | 10 | 70 | 100 | -- % | 0 | Yes | No | No
897 | Kinesis | psychic | other | 15 | 0 | 80 | -- % | 0 | No | No | No
898 | Growl | normal | other | 40 | 0 | 100 | -- % | 0 | No | Yes | No
899 | Worry Seed | grass | other | 10 | 0 | 100 | -- % | 0 | No | No | No
900 | High Jump Kick | fighting | physical | 10 | 130 | 90 | -- % | 0 | Yes | No | No
901 | Cotton Guard | grass | other | 10 | 0 | 0 | -- % | 0 | No | No | No
902 | Rototiller | ground | other | 10 | 0 | 0 | 100 % | 0 | No | No | No
903 | Constrict | normal | physical | 35 | 10 | 100 | 10 % | 0 | Yes | No | No
904 | Zen Headbutt | psychic | physical | 15 | 80 | 90 | 20 % | 0 | Yes | No | No
905 | Hyper Voice | normal | special | 10 | 90 | 100 | -- % | 0 | No | Yes | No
906 | Retaliate | normal | physical | 5 | 70 | 100 | -- % | 0 | Yes | No | No
907 | Moonlight | fairy | other | 5 | 0 | 0 | -- % | 0 | No | No | No
908 | Reversal | fighting | physical | 15 | 1 | 100 | -- % | 0 | Yes | No | No
909 | Baby-Doll Eyes | fairy | other | 30 | 0 | 100 | -- % | 1 | No | No | No
910 | Spore | grass | other | 15 | 0 | 100 | -- % | 0 | No | No | No
911 | Force Palm | fighting | physical | 10 | 60 | 100 | 30 % | 0 | Yes | No | No
912 | Quiver Dance | bug | other | 20 | 0 | 0 | -- % | 0 | No | No | No
913 | Hurricane | flying | special | 10 | 110 | 70 | 30 % | 0 | No | No | No
914 | Metronome | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
915 | After You | normal | other | 15 | 0 | 0 | -- % | 0 | No | No | No
916 | Thunder Fang | electric | physical | 15 | 65 | 95 | 10 % | 0 | Yes | No | No
917 | Crunch | dark | physical | 15 | 80 | 100 | 20 % | 0 | Yes | No | No
918 | Steamroller | bug | physical | 20 | 65 | 100 | 30 % | 0 | Yes | No | No
919 | Aqua Tail | water | physical | 10 | 90 | 90 | -- % | 0 | Yes | No | No
920 | Razor Wind | normal | special | 10 | 80 | 100 | -- % | 0 | No | No | No
921 | Me First | normal | other | 20 | 1 | 0 | -- % | 0 | No | No | No
922 | Stockpile | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
923 | Recycle | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
924 | Power Trick | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
925 | Low Sweep | fighting | physical | 20 | 65 | 100 | 100 % | 0 | Yes | No | No
926 | Tail Whip | normal | other | 30 | 0 | 100 | -- % | 0 | No | No | No
927 | Odor Sleuth | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
928 | Sacred Sword | fighting | physical | 15 | 90 | 100 | -- % | 0 | Yes | No | No
929 | Calm Mind | psychic | other | 20 | 0 | 0 | -- % | 0 | No | No | No
930 | Guillotine | normal | physical | 5 | 1 | 30 | -- % | 0 | Yes | No | No
931 | Fury Swipes | normal | physical | 15 | 18 | 80 | -- % | 0 | Yes | No | No
